fee_id,order_id,payment_id,settlement_date,platform_fee,gateway_fee,total_fee_before_gst,gst_on_fees,total_fee_with_gst
FEE71697,ORD11697,PAY71697,2026-05-05,101.0,70.7,171.7,30.91,202.61
FEE71698,ORD11698,PAY71698,2026-05-05,125.1,54.21,179.31,32.28,211.59
FEE71699,ORD11699,PAY71699,2026-05-05,144.78,72.39,217.17,39.09,256.26
FEE71700,ORD11700,PAY71700,2026-05-05,48.8,21.15,69.95,12.59,82.54
FEE71701,ORD11701,PAY71701,2026-05-05,77.42,10.32,87.74,15.79,103.53
FEE71702,ORD11702,PAY71702,2026-05-06,181.66,75.69,257.35,46.32,303.67
FEE71703,ORD11703,PAY71703,2026-05-06,27.43,16.0,43.43,7.82,51.25
FEE71704,ORD11704,PAY71704,2026-05-06,348.88,203.51,552.39,99.43,651.82
FEE71705,ORD11705,PAY71705,2026-05-06,393.46,43.72,437.18,78.69,515.87
FEE71706,ORD11706,PAY71706,2026-05-06,108.67,45.28,153.95,27.71,181.66
FEE71707,ORD11707,PAY71707,2026-05-06,243.39,27.04,270.43,48.68,319.11
FEE71709,ORD11709,PAY71709,2026-05-05,9.97,1.42,11.39,2.05,13.44
FEE71710,ORD11710,PAY71710,2026-05-05,23.74,3.39,27.13,4.88,32.01
FEE71711,ORD11711,PAY71711,2026-05-05,35.63,5.09,40.72,7.33,48.05
FEE71712,ORD11712,PAY71712,2026-05-06,162.31,16.23,178.54,32.14,210.68
FEE71713,ORD11713,PAY71713,2026-05-06,79.86,29.95,109.81,19.77,129.58
FEE71714,ORD11714,PAY71714,2026-05-06,13.03,1.3,14.33,2.58,16.91
FEE71715,ORD11715,PAY71715,2026-05-06,170.22,55.32,225.54,40.6,266.14
FEE71716,ORD11716,PAY71716,2026-05-06,80.02,8.0,88.02,15.84,103.86
FEE71717,ORD11717,PAY71717,2026-05-06,177.71,17.77,195.48,35.19,230.67
FEE71718,ORD11718,PAY71718,2026-05-06,14.26,7.49,21.75,3.92,25.67
FEE71719,ORD11719,PAY71719,2026-05-07,52.59,34.51,87.1,15.68,102.78
FEE71720,ORD11720,PAY71720,2026-05-07,140.29,56.99,197.28,35.51,232.79
FEE71721,ORD11721,PAY71721,2026-05-07,14.53,9.53,24.06,4.33,28.39
FEE71722,ORD11722,PAY71722,2026-05-07,114.43,14.3,128.73,23.17,151.9
FEE71724,ORD11724,PAY71724,2026-05-07,195.86,24.48,220.34,39.66,260.0
FEE71725,ORD11725,PAY71725,2026-05-07,33.72,22.13,55.85,10.05,65.9
FEE71726,ORD11726,PAY71726,2026-05-05,36.7,22.93,59.63,10.73,70.36
FEE71727,ORD11727,PAY71727,2026-05-05,30.96,19.35,50.31,9.06,59.37
FEE71728,ORD11728,PAY71728,2026-05-05,40.27,6.71,46.98,8.46,55.44
FEE71729,ORD11729,PAY71729,2026-05-05,23.63,3.94,27.57,4.96,32.53
FEE71730,ORD11730,PAY71730,2026-05-05,69.56,43.47,113.03,20.35,133.38
FEE71731,ORD11731,PAY71731,2026-05-05,56.78,9.46,66.24,11.92,78.16
FEE71732,ORD11732,PAY71732,2026-05-05,7.42,1.24,8.66,1.56,10.22
FEE71733,ORD11733,PAY71733,2026-05-05,69.44,11.57,81.01,14.58,95.59
FEE71734,ORD11734,PAY71734,2026-05-05,74.03,46.27,120.3,21.65,141.95
FEE71735,ORD11735,PAY71735,2026-05-05,68.79,60.19,128.98,23.22,152.2
FEE71736,ORD11736,PAY71736,2026-05-07,350.03,31.82,381.85,68.73,450.58
FEE71737,ORD11737,PAY71737,2026-05-07,382.13,130.27,512.4,92.23,604.63
FEE71738,ORD11738,PAY71738,2026-05-07,67.11,6.1,73.21,13.18,86.39
FEE71739,ORD11739,PAY71739,2026-05-07,127.75,43.55,171.3,30.83,202.13
FEE71740,ORD11740,PAY71740,2026-05-07,198.45,18.04,216.49,38.97,255.46
FEE71741,ORD11741,PAY71741,2026-05-07,384.98,35.0,419.98,75.6,495.58
FEE71742,ORD11742,PAY71742,2026-05-07,333.36,98.49,431.85,77.73,509.58
FEE71743,ORD11743,PAY71743,2026-05-07,125.24,11.39,136.63,24.59,161.22
FEE71744,ORD11744,PAY71744,2026-05-07,269.47,24.5,293.97,52.91,346.88
FEE71745,ORD11745,PAY71745,2026-05-07,87.31,25.8,113.11,20.36,133.47
FEE71746,ORD11746,PAY71746,2026-05-06,32.13,3.78,35.91,6.46,42.37
FEE71747,ORD11747,PAY71747,2026-05-06,169.7,64.89,234.59,42.23,276.82
FEE71748,ORD11748,PAY71748,2026-05-06,6.0,2.65,8.65,1.56,10.21
FEE71749,ORD11749,PAY71749,2026-05-06,164.47,101.58,266.05,47.89,313.94
FEE71750,ORD11750,PAY71750,2026-05-06,162.68,100.48,263.16,47.37,310.53
FEE71751,ORD11751,PAY71751,2026-05-06,110.98,42.43,153.41,27.61,181.02
FEE71753,ORD11753,PAY71753,2026-05-06,14.93,9.22,24.15,4.35,28.5
FEE71754,ORD11754,PAY71754,2026-05-06,163.34,19.22,182.56,32.86,215.42
FEE71755,ORD11755,PAY71755,2026-05-06,20.17,8.74,28.91,5.2,34.11
FEE71756,ORD11756,PAY71756,2026-05-06,18.07,12.65,30.72,5.53,36.25
FEE71757,ORD11757,PAY71757,2026-05-06,90.68,12.09,102.77,18.5,121.27
FEE71758,ORD11758,PAY71758,2026-05-07,331.77,36.86,368.63,66.35,434.98
FEE71759,ORD11759,PAY71759,2026-05-07,222.74,24.75,247.49,44.55,292.04
FEE71760,ORD11760,PAY71760,2026-05-07,136.81,57.0,193.81,34.89,228.7
FEE71761,ORD11761,PAY71761,2026-05-06,26.04,3.72,29.76,5.36,35.12
FEE71763,ORD11763,PAY71763,2026-05-06,17.26,12.95,30.21,5.44,35.65
FEE71764,ORD11764,PAY71764,2026-05-07,171.91,17.19,189.1,34.04,223.14
FEE71765,ORD11765,PAY71765,2026-05-07,20.45,10.74,31.19,5.61,36.8
FEE71766,ORD11766,PAY71766,2026-05-07,152.64,15.26,167.9,30.22,198.12
FEE71767,ORD11767,PAY71767,2026-05-07,18.68,6.07,24.75,4.46,29.21
FEE71768,ORD11768,PAY71768,2026-05-07,82.04,30.76,112.8,20.3,133.1
FEE71770,ORD11770,PAY71770,2026-05-07,129.63,48.61,178.24,32.08,210.32
FEE71771,ORD11771,PAY71771,2026-05-08,150.38,98.69,249.07,44.83,293.9
FEE71772,ORD11772,PAY71772,2026-05-08,55.06,25.81,80.87,14.56,95.43
FEE71773,ORD11773,PAY71773,2026-05-08,45.86,18.63,64.49,11.61,76.1
FEE71774,ORD11774,PAY71774,2026-05-08,266.87,125.1,391.97,70.55,462.52
FEE71775,ORD11775,PAY71775,2026-05-08,204.3,134.07,338.37,60.91,399.28
FEE71776,ORD11776,PAY71776,2026-05-08,108.56,44.1,152.66,27.48,180.14
FEE71777,ORD11777,PAY71777,2026-05-06,69.48,11.58,81.06,14.59,95.65
FEE71778,ORD11778,PAY71778,2026-05-06,37.27,6.21,43.48,7.83,51.31
FEE71779,ORD11779,PAY71779,2026-05-06,77.3,12.88,90.18,16.23,106.41
FEE71780,ORD11780,PAY71780,2026-05-06,11.95,7.47,19.42,3.5,22.92
FEE71781,ORD11781,PAY71781,2026-05-06,30.52,26.7,57.22,10.3,67.52
FEE71782,ORD11782,PAY71782,2026-05-08,372.08,33.83,405.91,73.06,478.97
FEE71784,ORD11784,PAY71784,2026-05-08,299.59,142.99,442.58,79.66,522.24
FEE71785,ORD11785,PAY71785,2026-05-07,26.57,11.72,38.29,6.89,45.18
FEE71786,ORD11786,PAY71786,2026-05-07,160.19,98.94,259.13,46.64,305.77
FEE71787,ORD11787,PAY71787,2026-05-07,161.57,99.79,261.36,47.04,308.4
FEE71788,ORD11788,PAY71788,2026-05-07,113.32,69.99,183.31,33.0,216.31
FEE71789,ORD11789,PAY71789,2026-05-07,165.71,19.5,185.21,33.34,218.55
FEE71790,ORD11790,PAY71790,2026-05-07,138.33,16.27,154.6,27.83,182.43
FEE71791,ORD11791,PAY71791,2026-05-07,119.4,15.92,135.32,24.36,159.68
FEE71793,ORD11793,PAY71793,2026-05-07,89.86,38.94,128.8,23.18,151.98
FEE71794,ORD11794,PAY71794,2026-05-07,29.44,3.93,33.37,6.01,39.38
FEE71796,ORD11796,PAY71796,2026-05-07,27.56,11.94,39.5,7.11,46.61
FEE71797,ORD11797,PAY71797,2026-05-07,65.09,28.2,93.29,16.79,110.08
FEE71798,ORD11798,PAY71798,2026-05-07,53.52,7.14,60.66,10.92,71.58
